systemName;region;route
canqca;QC;A-5
canqca;QC;A-10
canqca;QC;A-13
canqca;QC;A-15
canqca;QC;A-19
canqca;QC;A-20
canqca;QC;A-25
canqca;QC;A-30
canqca;QC;A-31
canqca;QC;A-35
canqca;QC;A-40
canqca;QC;A-50
canqca;QC;A-55
canqca;QC;A-70
canqca;QC;A-73
canqca;QC;A-85
canqca;QC;A-410
canqca;QC;A-440
canqca;QC;A-540
canqca;QC;A-530
canqca;QC;A-540
canqca;QC;A-573
canqca;QC;A-610
canqca;QC;A-640
canqca;QC;A-730
canqca;QC;A-740
canqca;QC;A-930
canqca;QC;A-955
canqca;QC;A-973
