systemName;region;route
canyk;YK;YK1
canyk;YK;YK2
canyk;YK;YK3
canyk;YK;YK4
canyk;YK;YK5
canyk;YK;YK6
canyk;YK;YK7
canyk;YK;YK8
canyk;YK;YK9
canyk;YK;YK10
canyk;YK;YK11
canyk;YK;YK37
