region;route;county
DC;I-66;District of Columbia
DC;I-95;District of Columbia
DC;I-295;District of Columbia
DC;I-395;District of Columbia
DC;I-495;District of Columbia
DC;I-695;District of Columbia
DC;US1;District of Columbia
DC;US29;District of Columbia
DC;US50;District of Columbia
DC;DC295;District of Columbia
